Genus_species,Native,Nesting Behavior,Voltinism,Sociality,Foraging Behavior,Tongue Length
Perdita_quadraticeps,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_quadrisignata,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_rectangulata,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_recticincta,NA,Ground ,NA,Solitary,NA,Short
Perdita_rehni,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_repens,NA,Ground ,NA,Solitary,NA,Short
Perdita_reperta,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_replicans,NA,Ground ,NA,Solitary,NA,Short
Perdita_retusa,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_rhodogastra,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_rhodura,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_rhois,NA,Ground ,NA,Solitary,Generalist,Short
Perdita_richardsi,NA,Ground ,NA,Solitary,NA,Short
Perdita_rivalis,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_robustula,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_rozeni,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_varleyi,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_rudei,NA,Ground ,NA,Solitary,NA,Short
Perdita_salviae,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_sandhouseae,NA,Ground ,NA,Solitary,NA,Short
Perdita_santaclarensis,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_schlingeri,NA,Ground ,NA,Solitary,NA,Short
Perdita_scitula,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_scopata,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_scotti,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_scutellaris,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_sedulosa,NA,Ground ,NA,Solitary,NA,Short
Perdita_sejuncta,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_semicaerulea,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_semicrocea,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_semilutea,NA,Ground ,NA,Solitary,NA,Short
Perdita_senecionis,NA,Ground ,NA,Solitary,NA,Short
Perdita_separata,NA,Ground ,NA,Solitary,NA,Short
Perdita_sexfasciata,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_sexnotata,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_shinnersi,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_sidae,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_snellingi,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_snowii,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_solidaginis,NA,Ground ,NA,Solitary,NA,Short
Perdita_sonorensis,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_speciosa,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_sphaeralceae,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_stabilis,NA,Ground ,NA,Solitary,NA,Short
Perdita_stathamae,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_stenopyga,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_stephanomeriae,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_stepheni,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_sternalis,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_stottleri,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_suavis,NA,Ground ,NA,Solitary,NA,Short
Perdita_subfasciata,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_subglabra,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_submedia,NA,Ground ,NA,Solitary,NA,Short
Perdita_subvestita,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_sulphuripes,NA,Ground ,NA,Solitary,NA,Short
Perdita_swezeyi,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_tacita,NA,Ground ,NA,Solitary,NA,Short
Perdita_taeniata,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_tarda,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_tenebrosa,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_tessellata,NA,Ground ,NA,Solitary,NA,Short
Perdita_thelypodii,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_thermophila,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_timberlakei,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_torchioi,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_tortifoliae,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_toschiae,NA,Ground ,NA,Solitary,NA,Short
Perdita_townsendi,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_translineata,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_transversa,NA,Ground ,NA,Solitary,NA,Short
Perdita_triangulifera,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_tricincta,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_tridentata,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_trifasciata,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_trifida,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_trimaculata,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_trinotata,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_trisignata,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_truncatella,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_tularensis,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_tumida,NA,Ground ,NA,Solitary,NA,Short
Perdita_turgiceps,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_utahensis,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_ute,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_valida,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_vandykei,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_variegata,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_ventralis,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_verbesinae,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_veris,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_versuta,NA,Ground ,NA,Solitary,NA,Short
Perdita_vesca,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_vestita,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_vicina,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_vidua,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_viridicollis,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_vittata,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_wasbaueri,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_werneri,NA,Ground ,NA,Solitary,NA,Short
Perdita_wheeleri,NA,Ground ,NA,Solitary,NA,Short
Perdita_willcoxiana,NA,Ground ,NA,Solitary,NA,Short
Perdita_wilmattae,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_wislizeniae,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_wootonae,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_xanthisma,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_xanthochroa,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_xanthodes,NA,Ground ,NA,Solitary,NA,Short
Perdita_xanthops,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_xanthoxyli,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_xerophila,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_yosemitensis,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_zavortinki,NA,Ground ,NA,Solitary,NA,Short
Perdita_zebrata,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_zonalis,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_leucophylli,NA,Ground ,NA,Solitary,Specialist,Short
Mesoxaea_arizonica,NA,Ground,NA,Solitary,NA,Short
Protoxaea_arizonica,NA,Ground,NA,Solitary,NA,Short
Mesoxaea_rufescens,NA,Ground,NA,Solitary,NA,Short
Protoxaea_rufescens,NA,Ground,NA,Solitary,NA,Short
Mesoxaea_nigerrima,NA,Ground,NA,Solitary,NA,Short
Protoxaea_nigerrima,NA,Ground,NA,Solitary,NA,Short
Mesoxaea_texana,NA,Ground,NA,Solitary,NA,Short
Protoxaea_texana,NA,Ground,NA,Solitary,NA,Short
Andrena_aberrans,NA,Ground,Univoltine,Solitary,Specialist,Short
Andrena_acrana,NA,Ground,NA,Solitary,NA,Short
Andrena_albuginosa,NA,Ground,NA,Solitary,NA,Short
Andrena_angustifovea,NA,Ground,NA,Solitary,NA,Short
Andrena_antonitonis,NA,Ground,NA,Solitary,NA,Short
Andrena_apiformis,NA,Ground,NA,Solitary,NA,Short
Andrena_arenata,NA,Ground,NA,Solitary,NA,Short
Andrena_atrata,NA,Ground,Bivoltine,Solitary,Generalist,Short
Andrena_autumnalis,NA,Ground,NA,Solitary,NA,Short
Andrena_bellidoides,NA,Ground,NA,Solitary,NA,Short
Andrena_bisulcata,NA,Ground,NA,Solitary,NA,Short
Andrena_blanda,NA,Ground,NA,Solitary,NA,Short
Andrena_brooksi,NA,Ground,NA,Solitary,NA,Short
Andrena_caeruleonitens,NA,Ground,NA,Solitary,NA,Short
Andrena_callopyrrha,NA,Ground,NA,Solitary,NA,Short
Andrena_caroli,NA,Ground,NA,Solitary,NA,Short
Andrena_carolinensis,NA,Ground,NA,Solitary,NA,Short
Andrena_casadae,NA,Ground,NA,Solitary,NA,Short
Andrena_chippewaensis,NA,Ground,NA,Solitary,NA,Short
Andrena_cinerea,NA,Ground,NA,Solitary,NA,Short
Andrena_molesta,NA,Ground,NA,Solitary,NA,Short
Andrena_compositarum,NA,Ground,NA,Solitary,NA,Short
Andrena_compta,NA,Ground,NA,Solitary,NA,Short
Andrena_critica,NA,Ground,NA,Solitary,NA,Short
Andrena_dallasiana,NA,Ground,NA,Solitary,NA,Short
Andrena_davisi,NA,Ground,NA,Solitary,NA,Short
Andrena_decolorata,NA,Ground,NA,Solitary,Specialist,Short
Andrena_dissona,NA,Ground,NA,Solitary,NA,Short
Andrena_elongatula,NA,Ground,NA,Solitary,NA,Short
Andrena_emeiensis,NA,Ground,NA,Solitary,NA,Short
Andrena_enocki,NA,Ground,NA,Solitary,NA,Short
Andrena_erberi,NA,Ground,NA,Solitary,NA,Short
Andrena_fulvitarsis,NA,Ground,NA,Solitary,NA,Short
Andrena_heteropoda,NA,Ground,NA,Solitary,NA,Short
Andrena_hibernica,NA,Ground,NA,Solitary,NA,Short
Andrena_humabilis,NA,Ground,NA,Solitary,NA,Short
Andrena_iranella,NA,Ground,NA,Solitary,NA,Short
Andrena_jeholensis,NA,Ground,NA,Solitary,NA,Short
Andrena_jennei,NA,Ground,NA,Solitary,NA,Short
Andrena_kansuensis,NA,Ground,NA,Solitary,NA,Short
Andrena_lehmanni,NA,Ground,NA,Solitary,NA,Short
Andrena_lonicerae,NA,Ground,NA,Solitary,NA,Short
Andrena_mara,NA,Ground,NA,Solitary,NA,Short
Andrena_melittoides,NA,Ground,NA,Solitary,NA,Short
Andrena_mimbresensis,NA,Ground,NA,Solitary,NA,Short
Andrena_mimetes,NA,Ground,NA,Solitary,NA,Short
Andrena_morinella,NA,Ground,NA,Solitary,NA,Short
Andrena_mucronata,NA,Ground,NA,Solitary,NA,Short
Andrena_neffi,NA,Ground,NA,Solitary,NA,Short
Andrena_onisicolor,NA,Ground,NA,Solitary,NA,Short
Andrena_padoucorum,NA,Ground,NA,Solitary,NA,Short
Andrena_platyparia,NA,Ground,NA,Solitary,NA,Short
Andrena_nigrifrons,NA,Ground,NA,Solitary,NA,Short
Andrena_prunifloris,NA,Ground,NA,Solitary,NA,Short
Andrena_pulverulenta,NA,Ground,NA,Solitary,NA,Short
Andrena_pyropygia,NA,Ground,NA,Solitary,NA,Short
Andrena_pyrozonata,NA,Ground,NA,Solitary,NA,Short
Andrena_rufiventris,NA,Ground,NA,Solitary,NA,Short
Andrena_runcinatae,NA,Ground,NA,Solitary,NA,Short
Andrena_robervalensis,NA,Ground,NA,Solitary,NA,Short
Andrena_rusticola,NA,Ground,NA,Solitary,NA,Short
Andrena_sakagamii,NA,Ground,NA,Solitary,NA,Short
Andrena_salicina,NA,Ground,NA,Solitary,NA,Short
Andrena_sarta,NA,Ground,NA,Solitary,NA,Short
Andrena_scotoptera,NA,Ground,NA,Solitary,NA,Short
Andrena_semifulva,NA,Ground,NA,Solitary,NA,Short
Andrena_semirubra,NA,Ground,NA,Solitary,NA,Short
Andrena_semirugosa,NA,Ground,NA,Solitary,NA,Short
Andrena_sieverti,NA,Ground,NA,Solitary,NA,Short
Andrena_simontornyella,NA,Ground,NA,Solitary,NA,Short
Andrena_solenopalpa,NA,Ground,NA,Solitary,NA,Short
Andrena_stigmatica,NA,Ground,NA,Solitary,NA,Short
Andrena_tecta,NA,Ground,NA,Solitary,NA,Short
Andrena_tenuis,NA,Ground,NA,Solitary,NA,Short
Andrena_tetonorum,NA,Ground,NA,Solitary,NA,Short
Andrena_trapezoidina,NA,Ground,NA,Solitary,NA,Short
Andrena_trivialis,NA,Ground,NA,Solitary,NA,Short
Andrena_truncatella,NA,Ground,NA,Solitary,NA,Short
Andrena_vetula,NA,Ground,NA,Solitary,NA,Short
Protandrena_amplipennis,NA,Ground ,NA,Solitary,NA,Short
Protandrena_bancrofti,NA,Ground ,NA,Solitary,Generalist,Short
Protandrena _bicolor,NA,Ground ,NA,Solitary,NA,Short
Protandrena_bishoppi,NA,Ground ,NA,Solitary,NA,Short
Protandrena_boharti,NA,Ground ,NA,Solitary,NA,Short
Protandrena _cognata,NA,Ground ,NA,Solitary,NA,Short
Protandrena _duplonotata,NA,Ground ,NA,Solitary,NA,Short
Protandrena_durangoensis,NA,Ground ,NA,Solitary,NA,Short
Protandrena_euphorbiae,NA,Ground ,NA,Solitary,NA,Short
Protandrena_heteromorpha,NA,Ground ,NA,Solitary,NA,Short
Protandrena_hurdi,NA,Ground ,NA,Solitary,NA,Short
Protandrena_kansensis,NA,Ground ,NA,Solitary,NA,Short
Protandrena _leucopus,NA,Ground ,NA,Solitary,NA,Short
Protandrena_maurula,NA,Ground ,NA,Solitary,NA,Short
Protandrena_nudescens,NA,Ground ,NA,Solitary,NA,Short
Protandrena_pectidis,NA,Ground ,NA,Solitary,NA,Short
Protandrena_pernitens,NA,Ground ,NA,Solitary,NA,Short
Protandrena_sorocula,NA,Ground ,NA,Solitary,NA,Short
Protandrena_sphaeralceae,NA,Ground ,NA,Solitary,NA,Short
Protandrena_swenki,NA,Ground ,NA,Solitary,NA,Short
Protandrena_texana,NA,Ground ,NA,Solitary,NA,Short
Protandrena _tidestromiae,NA,Ground ,NA,Solitary,NA,Short
Protandrena_trifoliata,NA,Ground ,NA,Solitary,NA,Short
Protandrena_verbesinae,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_altissimus,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_arizonicus,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_atricornis,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_aurifodinae,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_bakeri,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_barberi,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_boylei,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_californicus,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_cazieri,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_citrinifrons,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_citripes,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_dakotensis,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_dawsoni,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_dicksoni,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_didirupa,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_durangoensis,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_euphorbiae,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_expallidus,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_flavotinctus,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_fraterculus,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_helianthi,NA,Ground ,NA,Solitary,Specialist,Short
Pseudopanurgus_horizontalis,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_illustris,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_innuptus,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_irregularis,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_leucopterus,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_mexicanus,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_nanulus,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_neomexicanus,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_nubis,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_occiduus,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_opacicollis,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_opaculus,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_ornatipes,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_parvus,NA,Ground ,NA,Solitary,Generalist,Short
Pseudopanurgus_pauper,NA,Ground ,NA,Solitary,Specialist,Short
Pseudopanurgus_pecki,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_pectidellus,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_pectiphilus,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_perarmatus,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_perlaevis,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_pernitens,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_perpunctatus,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_piercei,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_planatus,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_porterae,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_pulchricornis,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_readioi,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_renimaculatus,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_rudbeckiae,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_simulans,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_stathamae,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_stigmalis,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_subglaber,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_texanus,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_tomentosus,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_townsendi,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_verticalis,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_vicinis,NA,Ground ,NA,Solitary,NA,Short
Pseudopanurgus_ximenesiae,NA,Ground ,NA,Solitary,NA,Short
Hesperapis_rufiventris,NA,Ground,NA,Solitary,Specialist,Long
Melitta_guichardi,NA,Ground,NA,Solitary,Specialist,Long
Panurginus_barletae,NA,Ground,NA,Solitary,NA,Short
Panurginus_herzi,NA,Ground,NA,Solitary,NA,Short
Panurginus_nigripes,NA,Ground,NA,Solitary,NA,Short
Panurginus_picipes,NA,Ground,NA,Solitary,NA,Short
Perdita_crassula,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_heliophila,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_lepidosparti,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_socia,NA,Ground ,NA,Solitary,Specialist,Short
Zikanapis_clypeata,NA,NA,NA,NA,NA,Short
Caupolicana_clypeata,NA,NA,NA,NA,NA,Short
Zikanapis_elegans,NA,NA,NA,NA,NA,Short
Caupolicana_elegans,NA,NA,NA,NA,NA,Short
Augochlora_antonita,NA,Wood,Plastic,Solitary,NA,Short
Augochlora_aurifera,NA,Wood,Plastic,Solitary,NA,Short
Augochlora_azteca,NA,Multiple,Plastic,Solitary,NA,Short
Augochlora_buscki,NA,Wood,Plastic,Solitary,NA,Short
Augochlora_caerulior,NA,Wood,Plastic,Solitary,NA,Short
Augochlora_haitiensis,NA,Multiple,Plastic,Solitary,NA,Short
Augochlora_mourei,NA,Wood,Plastic,Solitary,NA,Short
Augochlora_nigrocyanea,NA,Wood,Plastic,Solitary,NA,Short
Augochlora_notialis,NA,Multiple,Plastic,Solitary,NA,Short
Augochlora_perimelas,NA,Wood,Plastic,Solitary,NA,Short
Augochlorella_karankawa,NA,Ground,Multivoltine,Primitively Eusocial,NA,Short
Pseudaugochlora_graminea,NA,Ground ,NA,Solitary,NA,Short
Temnosoma_smaragdinum,NA,NA,NA,NA,NA,Short
Hylaeus_globuliferus,NA,Multiple,NA,Solitary,NA,Short
Hylaeus_guamensis,NA,NA,NA,Solitary,NA,Short
Hylaeus_iheringi,NA,Multiple,NA,Solitary,NA,Short
Hylaeus_leviceps,NA,Multiple,NA,Solitary,NA,Short
Hylaeus_takumiae,NA,Multiple,NA,Solitary,NA,Short
Anthidium_andinum,NA,Multiple,NA,Solitary,NA,Long
Anthidium_ardens,NA,Multiple,NA,Solitary,NA,Long
Anthidium_bifidum,NA,Multiple,NA,Solitary,NA,Long
Anthidium_caspicum,NA,Multiple,NA,Solitary,NA,Long
Anthidium_diadema,NA,Multiple,NA,Solitary,NA,Long
Anthidium_albiventre,NA,Multiple,NA,Solitary,NA,Long
Anthidium_nigerrimum,NA,Multiple,NA,Solitary,NA,Long
Anthidium_rozeni,NA,Multiple,NA,Solitary,NA,Long
Anthidium_senile,NA,Multiple,NA,Solitary,NA,Long
Anthidium_baicalense,NA,Multiple,NA,Solitary,NA,Long
Anthidium_taeniatum,NA,Multiple,NA,Solitary,NA,Long
Anthidium_affine,NA,Multiple,NA,Solitary,NA,Long
Anthidium_unicum,NA,Multiple,NA,Solitary,NA,Long
Anthidium_venustum,NA,Multiple,NA,Solitary,NA,Long
Hypanthidioides_panamensis,NA,NA,NA,NA,NA,Long
Hypanthidium_fabricianum,NA,NA,NA,NA,NA,Long
Trachusa_laticeps,NA,Multiple,NA,Solitary,NA,Long
Anthidium_crassidens,NA,Multiple,NA,Solitary,NA,Long
Anthidium_laeve,NA,Multiple,NA,Solitary,NA,Long
Lithurgus_gibbosus,NA,Wood,NA,Solitary,Specialist,Long
Lithurgus_gibbosa,NA,Wood,NA,Solitary,Specialist,Long
Lithurgus_rufipes,NA,Wood,NA,Solitary,Specialist,Long
Heriades_civicus,NA,Wood,NA,Solitary,Generalist,Long
Heriades_curviventris,NA,Wood,NA,Solitary,Generalist,Long
Heriades_orientis,NA,Wood,NA,Solitary,Generalist,Long
Heriades_paganensis,NA,Wood,NA,Solitary,Generalist,Long
Hoplitis_fulva,NA,Cavity,NA,Solitary,NA,Long
Osmia_grandis,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_idalia,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_mazzuccoi,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_pici,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_princeps,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_semirubra,NA,Cavity,NA,Solitary,NA,Long
Heriades_semirubra,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_similis,NA,Cavity,NA,Solitary,NA,Long
Osmia_anthodemnion,NA,Cavity,NA,Solitary,NA,Long
Osmia_bella,NA,Cavity,NA,Solitary,NA,Long
Osmia_derasa,NA,Cavity,NA,Solitary,NA,Long
Osmia_ednae,NA,Cavity,NA,Solitary,NA,Long
Osmia_fasciata,NA,Cavity,NA,Solitary,NA,Long
Osmia_granulosa,NA,Cavity,NA,Solitary,NA,Long
Osmia_indeprensa,NA,Cavity,NA,Solitary,NA,Long
Osmia_maritima,NA,Cavity,NA,Solitary,NA,Long
Osmia_nana,NA,Cavity,NA,Solitary,NA,Long
Osmia_notata,NA,Cavity,NA,Solitary,NA,Long
Osmia_decemsignata,NA,Cavity,NA,Solitary,NA,Long
Osmia_pieli,NA,Cavity,NA,Solitary,NA,Long
Osmia_purpurata,NA,Cavity,NA,Solitary,NA,Long
Osmia_rutila,NA,Cavity,NA,Solitary,NA,Long
Osmia_subcornuta,NA,Cavity,NA,Solitary,NA,Long
Osmia_fervida,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_samarkanda,NA,Cavity,NA,Solitary,NA,Long
Protandrena_bachue,NA,Ground ,NA,Solitary,NA,Short
Agapostemon_aenigma,NA,Ground,NA,Solitary,NA,Short
Agapostemon_atrocaeruleus,NA,Ground,NA,Solitary,NA,Short
Agapostemon_peninsularis,NA,Ground,NA,Solitary,NA,Short
Agapostemon_semimelleus,NA,Ground,NA,Solitary,Generalist,Short
Agapostemon_viequesensis,NA,Ground,NA,Solitary,Generalist,Short
Halictus_centaureae,NA,Ground,NA,Plastic,Generalist,Short
Halictus_chalybaeus,NA,Ground,NA,Plastic,Generalist,Short
Halictus_cypricus,NA,Ground,NA,Plastic,Generalist,Short
Halictus_diductus,NA,Ground,NA,Plastic,Generalist,Short
Halictus_fulvipes,NA,Ground,NA,Plastic,Generalist,Short
Halictus_graecus,NA,Ground,NA,Plastic,Generalist,Short
Halictus_lucidipennis,NA,Ground,NA,Plastic,Generalist,Short
Halictus_varipes,NA,Ground,NA,Plastic,Generalist,Short
Halictus_magnus,NA,Ground,NA,Plastic,Generalist,Short
Halictus_nivalis,NA,Ground,NA,Plastic,Generalist,Short
Halictus_palustris,NA,Ground,NA,Plastic,Generalist,Short
Halictus_pentheri,NA,Ground,NA,Plastic,Generalist,Short
Halictus_petraeus,NA,Ground,NA,Plastic,Generalist,Short
Halictus_pici,NA,Ground,NA,Plastic,Generalist,Short
Halictus_resurgens,NA,Ground,NA,Plastic,Generalist,Short
Halictus_holtzi,NA,Ground,NA,Plastic,Generalist,Short
Halictus_sajoi,NA,Ground,NA,Plastic,Generalist,Short
Halictus_yunnanicus,NA,Ground,NA,Plastic,Generalist,Short
Lasioglossum_absimile,NA,Ground,NA,NA,NA,Short
Lasioglossum_absurdiceps,NA,Ground,NA,NA,NA,Short
Lasioglossum_acarophilum,NA,Ground,NA,NA,NA,Short
Lasioglossum_achilleae,NA,Ground,NA,Eusocial,NA,Short
Lasioglossum_actinosum,NA,Ground,NA,NA,NA,Short
Lasioglossum_actuarium,NA,Ground,NA,NA,NA,Short
Lasioglossum_albuquerquense,NA,Ground,NA,NA,NA,Short
Lasioglossum_aliud,NA,Ground,NA,NA,NA,Short
Lasioglossum_allonotum,NA,Ground,NA,NA,NA,Short
Lasioglossum_amicum,NA,Ground,Multivoltine,Eusocial,NA,Short
Lasioglossum_angustius,NA,Ground,NA,NA,NA,Short
Lasioglossum_anhypops,NA,Ground,NA,NA,NA,Short
Lasioglossum_apertum,NA,Ground,Multivoltine,Eusocial,NA,Short
Lasioglossum_apopkense,NA,Ground,NA,NA,NA,Short
Lasioglossum_aquilae,NA,Ground,NA,NA,NA,Short
Lasioglossum_arcanum,NA,Ground,NA,NA,NA,Short
Lasioglossum_argemonis,NA,Ground,NA,NA,NA,Short
Lasioglossum_arizonense,NA,Ground,NA,NA,NA,Short
Lasioglossum_aspilurum,NA,Ground,NA,NA,NA,Short
Lasioglossum_asteris,NA,Ground,NA,NA,NA,Short
